"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Sehat selalu youngsters, simak timeline instagram kami di https://t.co/Ko2d8wy90R yg bakal ada sesuatu, eman banget… https://t.co/Exwp9ubSNc",FALSE,0,NA,"2020-04-16 09:22:40",TRUE,NA,"1250716228999503872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YCRskapunk",0,FALSE,FALSE,NA,NA
"Dikala maen game udah bosen gegara lose streak, ya gini nih jadinya.

#dirumahaja https://t.co/CHdKvwIInB",FALSE,0,NA,"2020-04-16 09:22:40",FALSE,NA,"1.250716226009e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TohpatiAM",0,FALSE,FALSE,NA,NA
"Hari ini, tadi saya keluar cuman buat ke bank ngurusin bayaran kuliah (kalo ga penting penting amat si emang enak r… https://t.co/OnyKNmvN6O",FALSE,0,NA,"2020-04-16 09:22:39",TRUE,NA,"1250716224335429632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_tiyasss",0,FALSE,FALSE,NA,NA
"@lipartic Kreatifitas tiada batas meski #dirumahaja sekeluarga bisa makin kreatif dgn bahan dasarnya nya Sirup ABC… https://t.co/tgbwkBTDjZ",FALSE,0,"lipartic","2020-04-16 09:22:34",TRUE,"1250028811451650048","1250716203460395008","68962630","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SugionoCcp",0,FALSE,FALSE,NA,NA
"RT @Noviez_Cby_: Semenjak #dirumahaja akhirnya jadi banyak waktu kumpul keluarga. aku pun lebih sering duduk santai, jadi suami dan anak ma…",FALSE,0,NA,"2020-04-16 09:22:30",FALSE,NA,"1250716185571651584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmusyapa",50,TRUE,FALSE,NA,NA
"Ada yg kirim ginian digrup alumni, bangga aja gitu. Harapannya suatu saat bisa jadi bagian dari mereka yg berjuang… https://t.co/1uuIqgjCay",FALSE,0,NA,"2020-04-16 09:22:29",TRUE,NA,"1250716182052655104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sulistianidwy",0,FALSE,FALSE,NA,NA
"#kamismanis #dirumahaja #salingmenjaga from @HumasPNG Tim Penggerak Pemberdayaan dan Kesejahteraan Keluarga (TP PKK… https://t.co/weRCL2zV1F",FALSE,0,NA,"2020-04-16 09:22:22",TRUE,NA,"1250716151211937792",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","info_ponorogo",0,FALSE,FALSE,NA,NA
"RT @BKIPMJakartaI: Berikut Kami sampaikan Rekap pelaporan kesehatan Pegawai Balai Besar KIPM Jakarta I yang melakukan WFH Tanggal 15 April…",FALSE,0,NA,"2020-04-16 09:22:19",FALSE,NA,"1250716138960347136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","febri_ap",2,TRUE,FALSE,NA,NA
"RT @gustysate48: Bagi tmn"" Q yg #dirumahaja hari ini LG ada "" PROMO"" di gofood jgn lupa ya di order cuma kalian aja ya wots yg bisa bantu a…",FALSE,0,NA,"2020-04-16 09:22:10",FALSE,NA,"1250716103229050880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A__Marzuki",6,TRUE,FALSE,NA,NA
"@Dora76183944 CV Karya Bintang Abadi
Jl Hayam Wuruk Gg Sidodadi no 1, bausasran, danurejan, Yogyakarta 55211
( 0274… https://t.co/vjfx712E9M",FALSE,0,"Dora76183944","2020-04-16 09:22:09",TRUE,"1250714912881471488","1250716096245592064","1231185631184732160","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","adindaptr_09",0,FALSE,FALSE,NA,NA
"RT @ryan_R0SSI: Kalian #dirumahaja 
Kami tetap berkebun
Pangan Kalian Kami Yang Sediakan

@TheArieAir 
@tjhinfar21 
@guna2aji 
@kementan
@B…",FALSE,0,NA,"2020-04-16 09:22:07",FALSE,NA,"1250716088142139392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kangBud47",36,TRUE,FALSE,NA,NA
"RT @sehatsurabayaku: #DulurSehatSby, berikut ini video saat pelaksanaan operasi gabungan pencegahan COVID-19 di Surabaya, dan operasi semac…",FALSE,0,NA,"2020-04-16 09:22:01",FALSE,NA,"1250716064998031360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2019jkwsaja",5,TRUE,FALSE,NA,NA
"@febyantaari #dirumahaja makin betah karena ada sirup ABC yg nemenin kumpul sama keluarga #KeluargaMakinDekatDenganSirupABC",FALSE,0,"febyantaari","2020-04-16 09:21:58",FALSE,"1250029859356569600","1250716052863909888","136937112","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmusyapa",0,FALSE,FALSE,NA,NA
"@Noviez_Cby_ Momen bersama keluarga #dirumahaja makin lengkap dengan kesegaran sirup ABC
#KeluargaMakinDekatDenganSirupABC",FALSE,0,"Noviez_Cby_","2020-04-16 09:21:57",FALSE,"1250030712574455808","1250716049080676352","859950235539263488","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bros4f",0,FALSE,FALSE,NA,NA
"RT @10000makers: FILM PENDEK DAN VIDEO DOKUMENTER PRODUKSI @10000makers

thread ini untuk  menemani teman teman #dirumahaja",FALSE,0,NA,"2020-04-16 09:21:33",FALSE,NA,"1250715946890620928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kimraray",7,TRUE,FALSE,NA,NA
"@febyantaari #dirumahaja bareng keluarga ga akan jenuh apalagi ditemani sama Sirup ABC bikin suasana makin akrab da… https://t.co/yeOXBm7Q5O",FALSE,0,"febyantaari","2020-04-16 09:21:27",TRUE,"1250029859356569600","1250715919879270400","136937112","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qimvaa_",0,FALSE,FALSE,NA,NA
"RT @alvinmalana: Bosan #dirumahaja terus-terusan? Silahkan coba resep-resep masakan ini. Bumbu-bumbu resep makanan (THREAD) 🍲🍱🥗🥘🥙 https://t…",FALSE,0,NA,"2020-04-16 09:21:22",FALSE,NA,"1250715900405137408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lindadevira",212,TRUE,FALSE,NA,NA
"RT @marlina_idha: Setop Stigma Corona
Kalau kalian tahu berapa banyak jenazah yg km makamkan sehari, pasti kalian sedih!
#dirumahaja https:…",FALSE,0,NA,"2020-04-16 09:21:09",FALSE,NA,"1250715847498162176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajojuki",321,TRUE,FALSE,NA,NA
"@k_triena Baik kak. Senang bilamana paket sudah di terima dengan baik. Terimakasih sudah menggunakan jasa Lion Parc… https://t.co/VbuBBU2K7F",FALSE,0,"k_triena","2020-04-16 09:21:06",TRUE,"1250680061864243200","1250715831647924224","145468773","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lionparcel_",0,FALSE,FALSE,NA,NA
"RT @Skepsis16: #WhoAreYou
#BebaskanSitiFadilah 
#dirumahaja 
Keinginan perempuan itu makin mendesak-desak untuk menenggelamkan diri dalam b…",FALSE,0,NA,"2020-04-16 09:20:59",FALSE,NA,"1250715805752295424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sikecilmarmut",1,TRUE,FALSE,NA,NA
"RT @WeTVIndonesia: Siapa lagi yang ulang tahun di rumah aja? Barengan deh sama Zhu Yilong 😏😏😏 Selamat ulang tahun yah, kamu!

#ZhuYiLong #D…",FALSE,0,NA,"2020-04-16 09:20:59",FALSE,NA,"1250715802250215424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Coreen160488",4,TRUE,FALSE,NA,NA
"@Joshualumbanra1 Laaahhh.. Halunya parah. Gara2 kelamaan #dirumahaja",FALSE,0,"Joshualumbanra1","2020-04-16 09:20:53",FALSE,"1250715436204748800","1250715777923047424","1193175187170029568","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsqueenrisa",0,FALSE,FALSE,NA,NA
": perspektif satu titik lenyap
.
.
.
#dirumahaja @ Bandara Udara Adi Sucipto Jogjakarta https://t.co/NQdbqPbjBS",FALSE,0,NA,"2020-04-16 09:20:52",FALSE,NA,"1250715775339581440",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bensarasvati",0,FALSE,FALSE,NA,NA
"#AnandAshram salurkan 60 #Coronavirus #FaceShield #Visor ke #RumahSakit #RSUTabanan #Tabanan #Bali… https://t.co/7Mv757VdkH",FALSE,0,NA,"2020-04-16 09:20:50",TRUE,NA,"1250715764199325696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AnandAshram",0,FALSE,FALSE,NA,NA
"RT @AksiKamisan: Jaksa Agung @KejaksaanRI ST Burhanuddin blg di DPR, Tragedi Semanggi I dan II bukan pelanggaran HAM (16/1/2020).

Mari ber…",FALSE,0,NA,"2020-04-16 09:20:47",FALSE,NA,"1250715754724356096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShofuriAyuka_1",94,TRUE,FALSE,NA,NA
"RT @febyantaari: Emang paling nyaman tuh kalau udah kumpul bareng suami dan anak-anak walaupun #dirumahaja, apalagi kalo ada Sirup ABC ding…",FALSE,0,NA,"2020-04-16 09:20:46",FALSE,NA,"1250715750978826240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmusyapa",48,TRUE,FALSE,NA,NA
"Selamat berjuang 😢😢
Kami disini juga akan berjuang agar kalian segera pulang..

Terimakasih temen-temen tenaga kese… https://t.co/1IIj0wwuZv",FALSE,0,NA,"2020-04-16 09:20:39",TRUE,NA,"1250715719529926656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HaidarArsy",0,FALSE,FALSE,NA,NA
"@febyantaari Kebersamaan #dirumahaja makin manis sambil nyeruput  Sirup ABC #MakinDekatDenganSirupABC",FALSE,0,"febyantaari","2020-04-16 09:20:37",FALSE,"1250029859356569600","1250715712068304896","136937112","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bros4f",0,FALSE,FALSE,NA,NA
"Suwun lurr wes podo ndukung channelku
https://t.co/XRnqRkjuRy #KamisAmbyar #dirumahaja",FALSE,0,NA,"2020-04-16 09:20:35",FALSE,NA,"1250715702295539712",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RTiawan",0,FALSE,FALSE,NA,NA
"RT @MukaRakat_: Karya #dirumahaja dari sodara @_itsbayy 
Terimakasih banyak buat karyanya sodara. God bless ❤️🙏🏽 #mukarakat https://t.co/Xy…",FALSE,0,NA,"2020-04-16 09:20:33",FALSE,NA,"1250715695039475712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimstoned",5,TRUE,FALSE,NA,NA
"Nah, salah satu benefit dari #physicaldistancing ini adalah kita jadi memiliki lebih banyak waktu #dirumahaja sehin… https://t.co/ikeq8BhYwl",FALSE,0,"archanabiro","2020-04-16 09:20:30",TRUE,"1250715567708794880","1250715680497795072","1077500790091075584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","archanabiro",0,FALSE,FALSE,NA,NA
"RT @KemenkesRI: 2. Dengan demikian, terjadi penambahan kasus positif #COVID19 sebanyak 380 orang. 

Kasus sembuh bertambah 102 orang dan ka…",FALSE,0,NA,"2020-04-16 09:20:24",FALSE,NA,"1250715658020511744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ki_Darmawan12",7,TRUE,FALSE,NA,NA
"RT @KemenkesRI: 1. Akumulasi kasus terkonfirmasi positif #COVID19 hingga tanggal 16 April 2020 pukul 12.00 WIB ada 5.516 kasus dengan 549 s…",FALSE,0,NA,"2020-04-16 09:20:21",FALSE,NA,"1250715646599368704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ki_Darmawan12",12,TRUE,FALSE,NA,NA
"""Mangasah Mingising Budi, Memasuh Malaning Bumi"" - Sri Sultan HB X

#elinglanwaspada #COVID19indonesia #dirumahaja https://t.co/hOmLiOoKjg",FALSE,0,NA,"2020-04-16 09:20:21",FALSE,NA,"1250715642564468736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pecintasendja",0,FALSE,FALSE,NA,NA
"CV Karya Bintang Abadi
Jl Hayam Wuruk Gg Sidodadi no 1, bausasran, danurejan, Yogyakarta 55211
( 0274 ) 5018969
 
a… https://t.co/UUqYxt9lBi",FALSE,0,"KaryaBintangAbd","2020-04-16 09:20:19",TRUE,"1250715632795963392","1250715636667301888","1244835555247919104","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KaryaBintangAbd",0,FALSE,FALSE,NA,NA
"RT @katapaktani: Kerjasama Kementerian Pertanian dengan Grab diharapkan dapat melancarkan distribusi produk pangan hasil peternakan seperti…",FALSE,0,NA,"2020-04-16 09:20:15",FALSE,NA,"1250715621500702720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tangan_kir1",1,TRUE,FALSE,NA,NA
"Jangan lupa bahagia teman2.. Hehehehe Reposted from @stevielr (@get_regrann)  -  Diajak collab sm musisi hebring!!… https://t.co/pYsU44rxkq",FALSE,0,NA,"2020-04-16 09:20:12",TRUE,NA,"1250715606883713024",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LukasZero2Hero",0,FALSE,FALSE,NA,NA
"Saat ini zona nyaman yang paling aman ya cuma #dirumahaja 

Siapa yg udah bosen?
Gue siyh biasa aja 😁

#menjauhkarenasayang",FALSE,0,NA,"2020-04-16 09:20:12",FALSE,NA,"1250715605205803008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chokychokyid",0,FALSE,FALSE,NA,NA
"RT @PERPUSKKP: Untuk sebagain orang, #dirumahaja memang membosankan, namun ada cara menarik lainnya agar tidak bosan. Minpus, kasih tips si…",FALSE,0,NA,"2020-04-16 09:20:02",FALSE,NA,"1250715563678027776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Atripsc",1,TRUE,FALSE,NA,NA
"Alhamdulillah panen 500,,,kita #dirumahaja biar @ShopeeID yang kasih kita #ShopeeTanamTHR10M… https://t.co/8Fycw2rXkF",FALSE,0,NA,"2020-04-16 09:20:00",TRUE,NA,"1250715557512396800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","muzay14",0,FALSE,FALSE,NA,NA
"RT @kominfobkl: Peta sebaran Covid-19 Kabupaten Bangkalan (Update Data per 16 April 2020)
.
Jangan panik dan tetap ikuti himbauan dari peme…",FALSE,0,NA,"2020-04-16 09:19:55",FALSE,NA,"1250715534435299328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ningsihmurni_",1,TRUE,FALSE,NA,NA
"RT @GreenpeaceID: Selain bermanfaat untuk lingkungan, mengompos sampah organik adalah salah satu cara yang mudah untuk mengurangi limbah.…",FALSE,0,NA,"2020-04-16 09:19:54",FALSE,NA,"1250715530354253824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pedes_dikit",53,TRUE,FALSE,NA,NA
"@SyahrulZap senantiasa jaga jarak dan usahakan tetap beraktifitas #DiRumahAja ya. -Mina (2/2)",FALSE,0,"SyahrulZap","2020-04-16 09:19:42",FALSE,"1250688232309706752","1250715481377402880","1186962735143124992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IndiHome",0,FALSE,FALSE,NA,NA
"Panen pisang bawen atau apa entah namanya. Gede² bgt...

Alhamdulillah. Rezeki #DiRumahAja https://t.co/ckx9BQyxYU",FALSE,0,NA,"2020-04-16 09:19:41",FALSE,NA,"1250715476922994688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ibnu_berkicau",0,FALSE,FALSE,NA,NA
"@lipartic bikin #dirumahaja makin asik sama keluarga dengan minum sirup ABC
#KeluargaMakinDekatDenganSirupABC",FALSE,0,"lipartic","2020-04-16 09:19:36",FALSE,"1250028811451650048","1250715454877822976","68962630","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmusyapa",0,FALSE,FALSE,NA,NA
"Rujak adalah makanan khas Indonesia yang terbuat dari?????

#dirumahaja #stayathome https://t.co/ax7a7W6gTr",FALSE,3,NA,"2020-04-16 09:19:27",FALSE,NA,"1250715417435242496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AKSI3_Alyasa",0,FALSE,FALSE,NA,NA
"Tetap waspada, jaga kesehatan dan #dirumahaja jika tidak ada keperluan mendesak. Bagi yang beraktifitas di luar, ja… https://t.co/4LqBFxEI2C",FALSE,0,NA,"2020-04-16 09:18:59",TRUE,NA,"1250715299923423232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MiniGoldID",0,FALSE,FALSE,NA,NA
"RT @Helismiley_OFC: Hari ini hari Kamis maka ada #KamiSmiley!

Menemani kegiatanmu #DiRumahAja yuk kita pilih yang mana yang cocok dan kita…",FALSE,0,NA,"2020-04-16 09:18:55",FALSE,NA,"1250715284433825792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","minisoul_",16,TRUE,FALSE,NA,NA
"@BNPB_Indonesia @KemenkesRI Achmad Yurianto: ""Kami mohon kesabarannya. Masa sulit ini merupakan ujian bagi semua. M… https://t.co/R0ctcNFhDF",FALSE,0,"RadioElshinta","2020-04-16 09:18:51",TRUE,"1250712615166177280","1250715268982030336","121640063","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RadioElshinta",0,FALSE,FALSE,NA,NA
"#dirumahaja dengan kondisi pecah,sulit bgt:)",FALSE,0,NA,"2020-04-16 09:18:48",FALSE,NA,"1250715252456517632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","owrEoOo_",0,FALSE,FALSE,NA,NA
"RT @lipartic: #dirumahaja bikin makin produktif di dapur, liat aja kali ini ayah mau buat es buah yang dicampur sama Sirup ABC yang beli di…",FALSE,0,NA,"2020-04-16 09:18:43",FALSE,NA,"1250715234710376448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmusyapa",53,TRUE,FALSE,NA,NA
"RT @febriandimasp: Mau motif lain juga ada looh.  Bahan katun tebal,  2 lapis. Yg polos harga 6rb/pcs 😊🙏 .order WA 08128841987 @axdwin @gal…",FALSE,0,NA,"2020-04-16 09:18:39",FALSE,NA,"1250715217215942656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EdiyantoGuntoro",5,TRUE,FALSE,NA,NA
"@musniumar knapa bapak ga kasih masker+uang secukupnya untuk #dirumahaja spertinya itu cara yg baik untuk menegurnya pak",FALSE,0,"musniumar","2020-04-16 09:18:36",FALSE,"1250615404667396096","1250715205811621888","114697372","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahsunAljaber",0,FALSE,FALSE,NA,NA
"RT @febriandimasp: Cocok pas pakai baju batik, biar matching loh 😁. Ini motif yang lain yaaa, tp yg ini ga bisa disisipi filter/tisu. Oiya,…",FALSE,0,NA,"2020-04-16 09:18:34",FALSE,NA,"1250715195984367616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EdiyantoGuntoro",2,TRUE,FALSE,NA,NA
"RT @flickmagazine: Berhubung masa #dirumahaja diperpanjang, kami akan sedikit membantu kalian dengan memberi rekomendasi tontonan agar tida…",FALSE,0,NA,"2020-04-16 09:18:33",FALSE,NA,"1250715193270611968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MuhamadRaihans7",798,TRUE,FALSE,NA,NA
"Follow @tanyasgm yuk, ada info, tips dan live chat sm psikolog ttng tumbuh kembang sikecil. Jadikan #dirumahaja nya… https://t.co/eBzwtNE1bJ",FALSE,0,NA,"2020-04-16 09:18:22",TRUE,NA,"1250715145581412352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fenny_harahap",0,FALSE,FALSE,NA,NA
"menuruti mahesa famili lov💕 #dirumahaja https://t.co/3ziL0A7E4Z",FALSE,0,NA,"2020-04-16 09:18:21",FALSE,NA,"1250715139239600128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ipphh_",0,FALSE,FALSE,NA,NA
"@simandoux @vanyasunanto @gitaputrid Setelah diam #dirumahaja kubaru tau kalau donat itu bisa bikin senang. Selama… https://t.co/O7d9WW1T7f",FALSE,0,"simandoux","2020-04-16 09:18:15",TRUE,"1250714705162715136","1250715118033178624","219161257","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pashatama",0,FALSE,FALSE,NA,NA
